Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
vote|final1|5|0,"[""{\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This groups all raw items describing fights, bullying, drugs, sexualized behavior, targeted harassment and ineffective or punitive responses (including racial/sexual‑orientation hostility), and is distinct from other buckets because it focuses on student safety and climate incidents rather than instructional quality, governance/fiscal failures, physical resources, or program breadth.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This captures the many raw terms describing simultaneous excellence (AP/IB/AVID/academy success, strong named teachers) alongside widespread uninspired regular-class instruction and lack of supports for struggling students, and is mutually exclusive because it addresses classroom pedagogy and student‑level academic stratification rather than safety, facilities, governance, or extracurricular prioritization.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This groups examples of biased discipline, nepotism, favoritism toward athletes/donors, cover‑ups, board/district mismanagement, and withheld records/grade or enrollment manipulations, and is separate from other buckets because it concerns structural leadership, policy and accountability breakdowns rather than physical resources, classroom practice, student safety incidents, or program breadth.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This groups raw items about overcrowded halls/classes, building decay or new‑construction tensions, locked bathrooms, poor food/sanitation, scheduling and counselor capacity problems, and supply/technology shortages, and remains distinct because it addresses the school's physical and operational capacity rather than governance malpractice, instructional polarization, safety/climate incidents, or extracurricular emphasis.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This groups explicit, repeated evidence of plentiful/award‑winning extracurricular and vocational offerings, strong booster/parent involvement and athletic pipelines, alongside complaints that athletics are prioritized (and athletes favored) over academics, and is mutually exclusive because it centers on program breadth and community resource allocation decisions rather than facility deficits, classroom instruction quality, governance corruption, or student‑safety incidents.\""\n}""]",,9.502494812011719,20674,128,725,,[],['resp_00189fb2fc3b5706006a739d0f318881a2a05d6b337e1e7011'],True
vote|final1|8|0,"[""{\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This bucket groups all concrete reports about student safety, peer-on-peer and targeted harassment (including racial/sexual‑orientation incidents), substance use, and explicit failures to protect students — a discrete domain about campus climate and protective response that is conceptually distinct from (and does not subsume) administrative governance, instructional quality, extracurricular breadth, or facilities/resourcing issues covered by the other buckets.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This bucket captures structural leadership and governance breakdowns (nepotism, reputation management, budget priorities, protected staff, misleading reporting, unreturned parent communications) that concern institutional decision‑making and accountability, which are separate from on-the-ground safety incidents, instructional practice heterogeneity, program breadth/favoritism in extracurriculars, or physical/operational resource problems.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket groups evidence about teaching quality, tracking/segregation (AP/honors vs regular), highly supportive mentorship contrasted with neglect, inconsistent grading/makeup policies and counseling for academics — i.e., the internal instructional heterogeneity affecting learning — which is conceptually different from governance, safety/climate, extracurricular emphasis, or facility/resource constraints.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This bucket aggregates concrete descriptions of program breadth, award-winning arts/bands, large athletics culture, booster/alumni engagement and the attendant favoritism or resource prioritization toward sports/arts, a service‑and-priority dimension distinct from safety, administration/governance, classroom instruction, or infrastructure issues.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This bucket groups tangible, material and logistical problems — building deterioration, overcrowding, sanitation, bus/transport failures, equipment/shop maintenance, scheduling impacts on electives — that describe the physical and operational capacity of the school and are clearly separable from climate/safety, governance, pedagogy, or extracurricular-priority topics.\""\n}""]",,9.620269060134888,21384,128,733,,[],['resp_0f27b0e5ecf1a808006a739d0f32f08192bc78e9513b6be649'],True
vote|final1|16|0,"[""{\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""Groups many raw items about plentiful, high‑profile extracurriculars, performing‑arts and booster/alumni fundraising and the cultural prioritization/favoritism toward athletes—this is distinct from facility shortages, safety incidents, instruction quality, or governance issues because it describes program variety and community backing rather than infrastructure, discipline, classroom practice, or administrative corruption.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""Collects all evidence about physical plant, capacity, scheduling, LMS/tech fragmentation, textbooks/printing and daily operational failures—a facilities/operations bucket clearly separable from program breadth, safety/bullying, instructional heterogeneity, or governance/fiscal favoritism because it focuses on tangible assets and logistics rather than culture, pedagogy, or policy.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""Groups recurrent descriptions of fights, assault, bullying, targeted bigotry, vaping/drugs/overdoses and counselors/resource failures—this safety/climate cluster is about student harm and protection practices, not about instructional rigor, extracurricular breadth, building maintenance, or governance corruption per se.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""Captures the recurring pattern of co‑existence of elite AP/IB/dual‑enrollment outcomes and intensive teacher support with simultaneous teacher incompetence, misplacement, tracking bias and remediation failures—an instructional‑quality/stratification theme separate from facilities, safety, extracurriculars, or governance breakdowns.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""Encompasses evidence of protected underperforming staff, grade inflation, budget/athletics over‑prioritization, politicized board decisions and broken parent communication—this governance/corruption bucket is about institutional decision‑making and accountability and is distinct from physical resources, safety climate, program richness, or classroom instructional variance.\""\n}""]",,10.287147998809814,21190,256,788,,[],['resp_073fdfe2e6272035006a739d0f48a4819eacae014e1772be55'],True
vote|final1|6|0,"[""{\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""Groups every complaint about physical capacity, building condition, scheduling/transport, food service, sanitation and material/tech shortages — a concrete, operational resource/space cluster that is distinct from programmatic choices (extracurricular breadth), governance/ethics failures, instructional quality stratification, and student-safety/behavior problems.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""Captures all evidence about abundant or flagship extracurricular programs, booster/parental support, athletic dominance and favoritism/politics — programmatic priorities and community investment that are about what the school offers and values, not about its facilities, governance malfeasance, classroom instructional inequality, or bullying/discipline climate.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""Groups reviews pointing to leadership-level malpractice, budgeting/prioritization choices, nepotism/favoritism, policy decisions and accountability breakdowns — problems at the governance/administration layer that are organizational and policy-driven and therefore distinct from physical resource shortages, program offerings, teacher-level instructional variation, or student safety/behavior issues.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""Covers mixed evidence that the same school produces both excellent, well-resourced advanced/AP/gifted instruction and, simultaneously, widely uneven or neglectful general classroom teaching and poor support for mid/low-tier students — an instructional stratification theme separate from facilities, extracurricular emphasis, governance failures, or student conduct problems.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""Groups all accounts of bullying, fights, substance use, gangs, sexual harassment, suicide/threat incidents and discriminatory student climates (plus failure of adults to protect) — a student-conduct and safety/discipline cluster that is substantively different from facility shortages, program breadth, governance failures, or instructional heterogeneity.\""\n}""]",,11.176055669784546,21450,320,876,,[],['resp_08fe27451f265b52006a739d0f3228819c80e09ebae20637bc'],True
vote|final1|11|0,"[""{\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This bucket captures complaints about leadership, governance, hiring/discipline favoritism, fiscal choices and board-level dysfunction; it is distinct from safety, instruction, extracurriculars, and facilities because it focuses on management/decision-making processes and personnel/policy corruption rather than student behavior, program breadth, classroom quality, or physical resources.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This bucket groups descriptions of extensive/award‑winning arts, magnet, band and athletic programs plus booster/parent investment and favoritism toward athletes; it is mutually exclusive because it concerns program offerings, traditions, and community/booster influence rather than governance mechanics, safety/discipline problems, teaching quality, or logistical/facility breakdowns.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This bucket covers student-on-student and staff‑perpetrated bullying, harassment, drug/alcohol problems, suicides and related mental‑health harm and alleged failures to protect or report, which is separate from administrative corruption (which is about governance), curricular/extracurricular breadth, instructional variability, or physical/operational constraints.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket groups evidence of starkly mixed instruction—strong AP/IB/magnet classes and exceptional teachers alongside overcrowded, lecture‑heavy, unaccountable classrooms and failing special‑ed supports—and is exclusive because it addresses pedagogical quality and student academic pathways, not safety climate, governance, extracurricular life, or facilities/logistics.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This bucket aggregates concrete operational issues—overcrowded campuses, late buses, scheduling failures, broken infrastructure, food/ sanitation problems and tech/material shortages—and is distinct from governance (decision-making), program strengths/favoritism, safety/behavior incidents, or instructional quality because it refers specifically to physical space, logistics and resourcing.\""\n}""]",,11.232377290725708,20821,192,750,,[],['resp_01db44db71799107006a739d0f27ac819db8225d0667997cd7'],True
vote|final1|18|0,"[""{\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This bucket groups reviews that point to top‑level/board/superintendent problems (nepotism, secretive boards, grade-fudging, misallocated funds, record failures and persistent unresponsiveness) and is distinct from the other buckets because it focuses on governance and accountability mechanisms rather than classroom instruction, student safety, extracurricular priorities, or building/operational conditions.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket captures evidence of curricular stratification (IB/AP/dual‑enrollment excellence for some students vs. widespread low rigor, neglected struggling students, and inconsistent teacher quality) and is mutually exclusive because it centers on instructional substance and student academic pathways rather than governance, safety, program breadth, or physical resources.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This bucket groups concrete reports of fights, bullying, hate incidents, drug searches, sexualized harassment and the school's failure to protect victims or enforce consequences, and is separate from governance (which is about systems), instruction (which is about learning), extracurricular prioritization, and facilities/resourcing issues.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This bucket collects accounts of extensive clubs/academies, award‑winning arts and athletic success alongside booster involvement and athlete favoritism/resource tradeoffs, and is exclusive because it concerns programmatic offerings and priority allocation rather than facility condition, safety incidents, governance corruption or classroom instruction quality.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This bucket covers concrete physical and operational deficits — leaking roofs, pests, overcrowded classes, scheduling/counseling failures, removed electives, tech or sanitation shortfalls — and is distinct from governance (cause/effects), instructional variation, student‑safety incidents, and extracurricular/program breadth because it is strictly about space, maintenance, logistics and material resources.\""\n}""]",,11.851536989212036,21263,320,905,,[],['resp_09bded798b965a3c006a739d0f4e04819f8beeb2581aa05353'],True
vote|final1|20|0,"[""{\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This bucket groups all concrete, physical and logistical problems (e.g., overcrowded lunches, broken bathrooms, confusing campus layout, bussing failures, one‑to‑one device mismanagement and facility renovations/funding shortfalls) and is distinct from other buckets because it concerns built environment, scheduling and material resourcing rather than pedagogy, safety climate, governance decisions, or program breadth.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket captures the recurring pattern of wide teacher variability and two‑tier academics (strong AP/honors/mentor teachers vs. lazy or ineffective mainstream instruction, uneven special‑ed support, and guidance/scheduling mistakes) and is separate from facility, safety, governance or extracurricular themes because it specifically addresses classroom instruction, student supports, and curricular access differences.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This bucket consolidates reports of fights, gang activity, drug availability, racial/anti‑LGBTQ slurs, staff‑enabled bullying, sexual assault allegations and poor mental‑health/counseling responses into a single safety/climate theme distinct from operational faults, instructional variability, governance/fiscal mismanagement, or program offerings.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This bucket groups policy and leadership‑level failures (punitive parent discipline, biased dress‑code enforcement, transcript/guidance errors, budget cuts favoring athletics, retention quotas, opaque fundraising and cover‑ups) and is mutually exclusive from the others because it focuses on administrators, boards and systemic policy choices rather than physical facilities, classroom practice, student safety climate, or extracurricular/program inventory.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This bucket captures the coexistence of rich, varied extracurricular and CTE offerings, high‑profile competitive programs and community booster energy alongside explicit athletic favoritism/unequal resourcing (arts neglected vs. sports funded) and is distinct because it centers on program breadth, competitive reputation and resource allocation choices rather than instructional quality, safety, facilities, or governance mechanics.\""\n}""]",,12.640241146087646,21107,256,830,,[],['resp_06765f369aabccf1006a739d0f3fa8819da2154918163782b1'],True
vote|final1|10|0,"[""{\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This groups reviews that point to structural leadership and policy failures (e.g., board lawsuits, favoritism, budget choices, grade/data gaming and hiring/discipline breakdowns); it is distinct from facility, safety, programmatic, or classroom-quality buckets because it centers on governance and institutional decision‑making rather than physical conditions, student safety incidents, extracurricular breadth, or instructional variation.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This captures claims about program mix and community/booster influence (many clubs, elite sports, performing-arts success, athletics-first budget choices and coach favoritism) and is mutually exclusive because it focuses on programmatic priorities and community support rather than governance mechanics, infrastructure/resourcing failures, classroom instruction quality, or safety/bullying issues.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This groups reviews reporting tangible operational and physical problems (roaches, broken facilities, overcrowded cafeterias, textbook/tech shortages, scheduling failures) and is separate from governance (policy) issues, extracurricular/program breadth, classroom instructional quality, and student-safety/behavioral climate.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket collects evidence of academic stratification and mixed teaching quality (strong AP/IB/honors and counselor successes coexisting with ignored regular-track students and inconsistent teachers), and is exclusive because it addresses pedagogy, program stratification, and student-support patterns rather than facility/operational deficits, governance corruption, extracurricular emphasis, or safety/misconduct problems.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This groups reports of physical fights, pervasive bullying, drugs/tobacco, racial/LGBTQ harassment and weak or punitive admin responses; it is distinct from governance (institutional policy failures), facilities/resourcing issues, program breadth/prioritization, and instructional quality because it specifically concerns student behavior, safety, and hostile climates.\""\n}""]",,12.954975128173828,21104,256,843,,[],['resp_02c5e63e3f325e4a006a739d0f56a0819db0504b8500406db8'],True
vote|final1|1|0,"[""{\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""Groups many raw claims about strong AP/IB/dual‑credit cohorts, named teacher mentors and award‑winning programs versus frequent reports of canceled AP classes, indifferent regular‑level teachers, and students falling behind — a clear instructional‑quality disparity that is about classroom programing and student academic experience (not about facilities, athletics funding, governance corruption, or safety incidents), so it is distinct from the other buckets.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""Captures clusters of evidence listing many magnet/CTE/arts/athletics programs, boosters, band/NJROTC/award‑winning arts, plus critiques that sports are overfunded and athletes favored — this is square’s programmatic and resource‑prioritization profile (focused on extracurricular identity and favoritism) and is conceptually separate from instructional polarization, facility constraints, governance failures, or student‑safety problems.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""Groups complaints about nepotism, district lawsuits, arbitrary rulemaking, manipulated test/grade practices, misallocated capital spending and broken parent communication into a governance/corruption theme that concerns institutional decision‑making and accountability rather than classroom rigor, extracurricular scope, safety incidents, or physical/logistical problems.\"",\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""Aggregates the many reports of chronic bullying, racist/homophobic harassment, fights, drug/vaping problems and abusive treatment of vulnerable students (and the school’s failure to protect them) into a distinct safety/climate category focused on student conduct and protection rather than curricular strength, extracurricular emphasis, governance mechanics, or building/resource issues.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""Collects concrete operational problems — overcrowded classes, broken bathrooms, pest/cleanliness issues, scheduling/block‑system complaints, bus/entry chaos, and equipment/tech rollout problems — which are physical/logistical/resourcing constraints distinct from academic program quality, extracurricular prioritization, governance failures, or student‑safety/climate problems.\""\n}""]",,13.034558296203613,21229,448,1053,,[],['resp_01865070ba352744006a739d0f406c81a196782e5f647d701c'],True
vote|final1|3|0,"[""{\n    \""square entries report more pervasive student-safety, bullying, harassment, substance‑use and racial/sexual‑orientation hostility — often paired with ineffective administrative responses — than circle entries\"": \""This bucket groups all reviews describing violent or abusive peer behavior (fights, drugs, sexual harassment, slurs, targeted bullying) and administrators failing to protect victims, and is distinct from facility, governance, extracurricular or instructional issues because it centers on student safety and climate rather than physical resources, management practices, program breadth, or teacher quality variability.\"",\n    \""square entries report more acute facility, operational and resourcing constraints (overcrowding, infrastructure problems, scheduling, technology and material shortages, sanitation and cafeteria concerns) than circle entries\"": \""This bucket captures reviews focused on tangible building and operational failures—overcrowded classrooms, locked bathrooms, pests, construction disruption, outdated textbooks, fragmented digital systems and cafeteria failures—and is mutually exclusive from the other buckets because it concerns physical/operational resource shortfalls rather than safety/climate, extracurricular emphasis, governance/corruption, or instructional heterogeneity.\"",\n    \""square entries emphasize broader extracurricular/arts/athletics breadth and stronger community/booster support but also more athletic prioritization and favoritism than circle entries\"": \""This bucket groups evidence of extensive clubs, music/arts and successful athletics, booster engagement, plus complaints that athletics are prioritized or attract favoritism, and is separate from governance, safety, facilities or instruction because it describes programmatic breadth and community/athletics prioritization rather than leadership corruption, infrastructure, safety incidents, or uneven teaching quality.\"",\n    \""square entries document more systemic administrative and governance failures — corruption/favoritism, hiring problems, grade manipulation, fiscal misprioritization, consolidation/board mismanagement, and routine communication/accountability breakdowns — than circle entries\"": \""This bucket collects reviews alleging board/superintendent/principal-level dysfunction (indictments, coverups, politicized hiring, grade inflation, budget misallocation, communication failures) and is exclusive from safety, facilities, extracurricular or instructional buckets because it targets leadership/governance and institutional accountability rather than student climate, physical resources, extracurricular programming, or classroom-level instructional variance.\"",\n    \""square entries display a more polarized instructional experience than circle entries: distinct pockets of high‑intensity individualized support and advanced teaching alongside uneven classroom quality and neglect of average/struggling students\"": \""This bucket groups accounts of starkly mixed pedagogy—strong AP/IB/magnet supports and devoted teachers alongside weak regular classes, poor coordination, and neglected struggling students—and is distinct from safety, facilities, extracurricular, and governance buckets because it focuses specifically on instructional heterogeneity and student academic placement/support rather than school climate, infrastructure, community programming, or leadership malfeasance.\""\n}""]",,13.696952104568481,21530,384,1007,,[],['resp_0c691d3addf31dee006a739d0f292c81919ed1152c772d5f0d'],True
