Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
vote|final2|8|0,"[""{\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket is focused on student conduct, threats to personal safety, targeted harassment and adults’ failure to protect vulnerable students—a behavioral/school‑climate category distinct from governance failures (locked bucket), physical resources, or community warmth and therefore non‑overlapping with the other selected buckets.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket captures long‑running, budget/operations‑driven shortages and policy decisions that reduce access or capacity (e.g., persistent overcrowding, bus cuts, mandatory fees, HVAC/pest problems) and is deliberately framed as systemic resourcing/operational scarcity rather than one‑off facility defects, curricular gaps, governance misconduct, or social climate issues.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket groups social/community strengths (small class size, family culture, alumni continuity, proactive parent fundraising/involvement) and is explicitly about positive relational structure and localized social capital—separate from safety incidents, administrative dysfunction, or facility/curricular shortages.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket targets tangible, on‑the‑ground infrastructure and curriculum/material deficiencies and episodic safety/cleanliness hazards (outdated tech, missing textbooks, food/cleanliness concerns, parking hazards and contested renovation stories), distinguishing these discrete facility/curriculum problems from chronic resource/fee-driven shortages (other selected bucket), governance failures, and student‑climate issues.\""\n}""]",,19.785328149795532,22349,1344,1817,,[],['resp_0595f8188f6fdae5006a739a001038819fb11f5ddd9f901666'],True
vote|final2|9|0,"[""{\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket captures reviewer descriptions of school scale, intimate student visibility, alumni pride, parental volunteerism and individualized teacher mentorship (e.g., small classes, students ‘noticed’, multi‑generational enrollment) and is distinct from governance, safety, or facilities topics because it focuses on social/community cohesion and relational supports rather than operational breakdowns, safety incidents, or resource shortfalls.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket groups everyday physical and logistical facility problems and explicit infrastructure/curriculum resource gaps (broken HVAC, crowded halls, poor lunch, missing books, contradictory reports of renovations) and is mutually exclusive from the governance/favoritism bucket (which addresses leadership/record‑keeping failures) and from the resource/fee policy bucket (which centers on chronic funding shortages and opaque charges rather than discrete facility defects).\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket groups descriptions of student‑on‑student violence, gang activity, routine bullying, drug use, racial/homophobic harassment and the school’s ineffective response to those incidents — a student‑climate and safety theme focused on peer misconduct and on‑campus threats, not the separate systemic governance/service failures or routine facility complaints captured elsewhere.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket isolates chronic, system‑level resourcing problems and policy burdens — long‑running understaffing, persistent supply shortages, HVAC/pest/capacity problems and mandates like required unpaid parental labor or hidden fees — which differ from one‑off facility defects or curriculum gaps and from governance failures because it emphasizes sustained underfunding and fee/eligibility policies rather than leadership secrecy or scheduling/counselor breakdowns.\""\n}""]",,19.87088918685913,22254,960,1449,,[],['resp_0df924d198c4619e006a739a0012f0819cb1ce429fbc4eda24'],True
vote|final2|24|0,"[""{\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket captures discrete, day‑to‑day facility and logistical failures (e.g., poor layout, locker/parking problems, food/cleanliness issues, spotty tech or curriculum materials and contradictory renovation stories) and is distinct from the locked governance bucket (which covers leadership/records/counseling failures), from the chronic‑resource bucket (which is about persistent underfunding and mandatory fees), from safety/climate (which concerns bullying/substance use), and from the community/parent‑engagement bucket (which describes family‑like ties).\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket groups evidence about unsafe school climate and student misconduct (bullying, harassment, drug use, racism/sexism/anti‑LGBTQ incidents) together with administrators failing to protect students, and is conceptually separate from facility or resource shortages, governance/records dysfunction, and from reports of strong community/parent involvement or small‑school personalization.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket targets systemic, recurring material scarcity and funding‑driven harms (broken HVAC for years, ongoing pests, repeated missing textbooks, program cuts, mandatory out‑of‑pocket fees and opaque charges) and is kept separate from one‑off or logistical facility complaints, the safety/climate bucket, the governance/administration bucket, and from the close‑knit community/parent‑involvement bucket.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket groups descriptions of small‑school intimacy, strong parent/PTA/PTSO engagement, alumni continuity and individualized teacher/student relationships, and is explicitly distinct from the governance/operational failures bucket, the facility/resource shortage buckets, and the safety/toxic‑climate bucket because it describes social cohesion and supportive community practices rather than material deficits, discipline failures, or leadership dysfunction.\""\n}""]",,19.90694785118103,21972,1280,1806,,[],['resp_00a9078c25275a8d006a739a00123081a2b786f69edc8b1359'],True
vote|final2|23|0,"[""{\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket groups recurring, material-level shortages and day-to-day operational failures (e.g., pests, HVAC, missing supplies, opaque fees and overcrowding) that describe the physical resourcing of the school and is distinct from governance failures (turnover/cover‑ups) or instructional/curriculum gaps.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket specifically captures instructional‑resource and facility condition problems tied to curriculum/technology and safety/renovation narratives (outdated textbooks, lab/safety/parking hazards, patchwork renovations) and is focused on pedagogical resource gaps and infrastructure risks rather than leadership malfeasance or community culture.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket groups reports of institutional scale and social capital (small/safe community, personalized teacher attention, active volunteers and alumni engagement) that describe the social/relational strengths of the school environment and is clearly different from complaints about facilities, safety incidents, or governance dysfunction.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket isolates student‑climate and safety failures — frequent fights, drug use, bullying, identity‑based discrimination and mishandling of incidents — centering on daily student conduct and protection gaps (even when administrative inaction is mentioned) and is conceptually distinct from structural facility/resource deficits or governance/operational mismanagement.\""\n}""]",,20.003299713134766,22035,1088,1545,,[],['resp_06d3989b742d5586006a739a0011c0819da18b0c65938c4d42'],True
vote|final2|16|0,"[""{\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket captures recurring, systemic resource deficits and capacity/finance problems (e.g., chronic overcrowding, HVAC/health issues, missing supplies, surprise fees) and is distinct from the already‑selected governance bucket (which covers leadership/records/turnover) and from the other candidates because it emphasizes chronic, recurring shortages and opaque charges rather than one‑off facility defects, curriculum gaps, or community tone.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket groups discrete, tangible facility and instructional resource failures and renovation/funding narratives (e.g., outdated textbooks, poor kitchen/food safety, parking/drop‑off hazards, tech gaps) and is mutually exclusive from the 'chronic resource shortfalls' bucket by focusing on specific physical/curricular deficits and from the governance bucket by excluding personnel/records/favoritism issues.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket covers positive social-structure features inside the school and surrounding community (small size, strong alumni/parent boosters, enduring teacher–student ties, personalized attention) and is clearly separate from facility/curriculum problems, safety/climate incidents, and governance/operational failures because it describes community cohesion and proactive family/alumni engagement rather than material or administrative breakdowns.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket groups student‑behavior and safety outcomes (fights, drug use, sexual assault allegations, systemic bullying and discrimination) where reviewers say the administration fails to protect students—a theme distinct from governance/records failures (already selected), from physical facility shortcomings, and from positive community/cohesion claims because it centers on student conduct and school‑safety outcomes rather than leadership processes, material deficits, or community strengths.\""\n}""]",,20.080488920211792,21840,1088,1608,,[],['resp_067bb76528a2a4d5006a739a00109081929ebcddc09cd30f77'],True
vote|final2|20|0,"[""{\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""Groups reviews that repeatedly describe persistent, systemic resourcing and operational scarcity—long‑running overcrowding, HVAC/pest issues, missing classroom materials, and onerous or opaque mandatory fees—focusing on chronic funding/operations shortages rather than discrete building defects or governance malfeasance (the latter are covered by the locked governance bucket).\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""Captures reviews that highlight relational strengths—small‑school intimacy, strong teacher/mentor access, active alumni and parent volunteerism, and community pride—which are about social cohesion and individualized supports rather than facilities, curricular resources, or administrative misconduct.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""Groups comments that call out tangible, episodic facility and instructional-material failures—outdated curriculum or tech gaps, missing textbooks, unsanitary bathrooms, parking/traffic hazards, and stop‑gap renovations—framing specific physical or curricular defects distinct from the chronic, systemic resource/fee shortages in the first bucket and from governance/recordkeeping problems already captured.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""Contains reviews documenting student‑safety and climate harms—peer and staff‑on‑student bullying, harassment, drug use, violent incidents, discriminatory slurs and teacher‑perpetuated abuse—where the central issue is immediate safety and toxic student culture (often coupled with failure to intervene), not governance bookkeeping or purely facility/curriculum deficits.\""\n}""]",,20.09926724433899,21999,1024,1503,,[],['resp_00480201e609095d006a739a0013a4819e89d91768a42c5db9'],True
vote|final2|0|0,"[""{\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket captures student‑safety and relational climate evidence (bullying, harassment, fights, vaping/drugs, racist/homophobic targeting and failure to protect victims) — a frontline safety/peer‑behavior theme distinct from governance/records failures, physical resourcing shortages, curricular/technology gaps, or small‑school community praise.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket groups sustained material‑resourcing deficits and routine facility maintenance problems (chronic overcrowding, broken HVAC, pests, lack of supplies, extra/opaque fees) that reflect long‑running scarcity issues rather than discrete governance cover‑ups, programmatic curriculum/tech choices, nor differences in community size or parental engagement.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket bundles social‑scale and relational strengths (small class sizes, close teacher mentorship, active parent volunteers and alumni networks, personalized principal outreach) that are about community structure and social capital rather than safety incidents, building/operational shortages, or curriculum/technology shortcomings.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket focuses on concrete, often one‑off or programmatic operational/facility failures and modernization tradeoffs (outdated curriculum or labs, technology rollout choices, missing textbooks, food/cleanliness problems, parking/traffic, and narratives about renovations or funding decisions) — distinguishing program/facility modernization and implementation issues from chronic resourcing shortages, student‑safety climate, governance dysfunction, or small‑school community features.\""\n}""]",,21.263760805130005,22154,1152,1622,,[],['resp_022dab967a5135af006a7399fff2b0819d954fb07e2c3a26db'],True
vote|final2|7|0,"[""{\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This groups all evidence about school scale and stakeholder engagement (small class sizes, family atmosphere, alumni/PTO/volunteer continuity and mentorship) — a social/community pattern distinct from governance failures, safety climate, or physical resource deficits.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This captures recurring, systemic underfunding and day‑to‑day operational shortages and out‑of‑pocket costs (chronic lack of buses, pests, fees, persistent shortages) — a long‑running resourcing/affordability theme separate from one‑off infrastructure or curricular gaps.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This groups student‑behavior and wellbeing failures (bullying, harassment, identity‑based abuse, vaping/substance issues, self‑harm reports) together with the school’s failure to protect victims — clearly different from resource, curriculum or governance topics.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This groups discrete, tangible infrastructure and academic‑resource deficits (outdated programs, tech/textbook gaps, food/cleanliness, parking/traffic, renovation status) that are operationally specific and separable from chronic funding shortages, safety climate, or community/cohesion issues.\""\n}""]",,21.770225763320923,21980,1216,1598,,[],['resp_0e1f6777be47b6b8006a739a000ef481a2bb2316aad625c9d0'],True
vote|final2|2|0,"[""{\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""This bucket groups reviewer evidence about physical infrastructure, on‑site health/safety conditions and concrete program gaps (old labs/textbooks, pest/cleanliness incidents, parking/traffic hazards, and mixed capital‑improvement stories); it is distinct from the already‑selected governance bucket because it describes the school’s built environment and tangible curricular/technology deficits (what’s physically missing or broken) rather than leadership/fraud/records or personnel failures, and it does not overlap with the other chosen buckets which focus on chronic resourcing, safety/climate, or community intimacy.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""This bucket captures reports of student threats, organized fighting, drug dealing/use, pervasive bullying/harassment (including racial/sexist/religious slurs) and the school’s failure to protect victims; it is mutually exclusive from the governance/operations bucket because its primary phenomenon is student‑safety outcomes and campus climate (not recordkeeping, hiring favoritism or scheduling breakdowns), and it is distinct from facility/resource buckets which document material shortages rather than interpersonal violence and harassment.\"",\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""This bucket groups repeated, systemic shortages and day‑to‑day operational burdens—chronic overcrowding, heating/cooling and pest problems, lack of textbooks or core materials, and opaque/mandatory parental fees—which differ from episodic facility anecdotes by their recurring, resource‑scarcity character and from the governance bucket because they describe resourcing outcomes rather than governance malfeasance or personnel favoritism.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""This bucket groups reports that the school provides small classes, intimate teacher–student relationships, visible alumni ties and strong family/parent engagement—an experiential community/relationship‑based strength that is conceptually distinct from facility/resource conditions, student‑safety incidents, and administrative/governance failures, and therefore does not overlap with the other selected buckets.\""\n}""]",,21.96687412261963,21902,1152,1734,,[],['resp_0da100f0f72e3853006a739a00126081a19a644b358cc3c15e'],True
vote|final2|6|0,"[""{\n    \""circle entries report more chronic facilities, resource, and operational shortfalls (overcrowding, HVAC/pests, missing materials, mandatory fees and opaque charges) than square entries\"": \""Groups reviews that describe persistent, systemic resourcing and physical‑plant failures (e.g., chronic overcrowding, long‑term HVAC/broken systems, recurring shortages, mandatory fees or opaque charges) — focused on chronic supply/space/operations outcomes rather than leadership behavior, student safety incidents, or curricular/short‑term facility complaints, so it is distinct from the governance, climate, curricular, and community buckets.\"",\n    \""circle entries report pervasive safety, bullying, harassment, substance‑use, and discriminatory/toxic student‑climate problems with administrative inaction more than square entries\"": \""Captures reports about student behavior and personal safety (fights, bullying, sexual harassment, drugs, racism) and administrators failing to protect students — clearly about school climate and incident response rather than records/turnover/misallocation (governance), material/facility deficits, curricular/tools gaps, or the presence of a close-knit community.\"",\n    \""circle entries report more concrete operational and facility shortcomings (outdated curriculum/technology gaps, missing textbooks, overcrowding, cleanliness/food safety problems, parking/traffic hazards, and mixed renovation/funding narratives) than square entries\"": \""Groups reviewer evidence about specific instructional‑resource and site problems (outdated textbooks/curriculum, 1:1 device gaps, food‑safety/cleanliness, parking/traffic hazards, and mixed messages about renovations or funding) — centered on tangible instructional and short‑term facility shortfalls rather than chronic systemic resource collapse, governance/favoritism failures, or student‑safety/climate incidents.\"",\n    \""circle entries emphasize a smaller, close‑knit, family‑like community, higher personalized attention, and active alumni/parent involvement more than square entries\"": \""Collects accounts that highlight small‑school intimacy, individualized attention, alumni/parent engagement and community pride — a positive social‑structure theme that is qualitatively different from complaints about administration, facilities/resources, curricular/tool deficits, or safety/discipline problems.\""\n}""]",,22.02129817008972,21901,1152,1636,,[],['resp_0897c47c81fa5527006a739a000e28819da1c2f842165d213c'],True
