Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
vote|final4|2|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This groups reviews that enumerate tangible program breadth and measurable postsecondary outcomes (AP counts, IB/magnet/CTE/dual‑credit pathways, college matriculation and scholarships, CNA/West Point examples), and is mutually exclusive from the other buckets because it focuses on program offerings and documented outcomes rather than safety incidents, governance failures, or variability in support implementation.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This captures reviews that allege systemic breakdowns or resource strain in counseling, 504/IEP handling, special‑education compliance and overloaded support staff, and is distinct from the already-selected 'within‑school variability' bucket because it identifies school‑level service failures/noncompliance (consistent denial or strain of supports) rather than contrasting polarized or uneven experiences across different teachers or programs.\""\n}""]",,14.555623054504395,20420,1024,1287,,[],['resp_0669beb4f64e16b1006a7258d9d3d881a3b2ffdbe243ca6755'],True
vote|final4|19|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket captures programmatic breadth and measurable college/career results (AP/IB counts, dual-enrollment, academies, scholarships, early‑college outcomes) — a distinct, program/outcome‑focused axis not covered by the existing buckets that address safety, governance or inconsistent supports.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""Although related to supports, this bucket is intentionally separate from the 'within‑school variability' bucket because it highlights systemic, school‑level resource strain and compliance failures (overloaded counselors, districtwide special‑education noncompliance, routine counseling breakdowns) rather than polarized or spotty pockets of excellent vs. poor support.\""\n}""]",,15.263340950012207,20087,896,1154,,[],['resp_07d26f7dfa62472d006a7258da20b881a2af4d146de483621d'],True
vote|final4|3|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket captures programmatic breadth and documented college/career outcomes (AP/IB, dual enrollment, CTE, academy partnerships and measurable admissions/score claims) and is orthogonal to the existing buckets because it concerns formal curricular and pathway offerings and outcomes rather than safety incidents, governance failures, or within‑school inconsistency.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket isolates sustained operational breakdowns in student supports (chronic counselor understaffing/slow responses, canceled or delayed IEPs, 504/IEP noncompliance, lack of remediation) as a recurring systemic deficit distinct from the already-selected 'within‑school variability' bucket (which emphasizes polarized, mixed experiences) and separate from safety or governance dysfunction themes.\""\n}""]",,15.645493984222412,20026,768,1018,,[],['resp_0f324b105e9683fc006a7258d9a11481919d0e6a826a61f005'],True
vote|final4|18|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket captures programmatic breadth and documented outcomes (AP/IB/dual-credit, CTE, academies, elite matriculation, measurable enrollment/participation stats) — a distinct, program/outcome-focused dimension separate from the already-selected themes of (a) within‑school variability, (b) safety/climate incidents, and (c) administrative dysfunction.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""Although related to 'support' generally, this bucket specifically targets systemic deficits (understaffed/rigid counseling departments, IEP noncompliance, punitive counseling practices and formal compliance failures) rather than the already-selected bucket about within‑school variability (which emphasizes polarized, mixed experiences and inconsistent supports), so it captures a different, institution‑level pattern of broken or strained student‑support systems.\""\n}""]",,15.720793962478638,19884,832,1082,,[],['resp_01a11587e7b7e266006a7258d9bdf88191ab86d34ee5b8e569'],True
vote|final4|21|0,"[""{\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket focuses specifically on system-level breakdowns and legal/noncompliance in student supports (lost records, 504/IEP non‑followthrough, exhausted special‑ed slots, missing counseling capacity) — a distinct operational/compliance theme separate from the already-selected bucket about within‑school variability and polarized individual outcomes.\"",\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket captures the opposite dimension — substantive program breadth and documented college/credential outcomes (AP/IB/dual credit, CTE, elite admits) — which is orthogonal to safety, governance, and support‑implementation issues covered by the existing buckets.\""\n}""]",,15.909509897232056,20371,960,1177,,[],['resp_0276bd4a13f94ef7006a7258d9bd9881a0a8bd60c0ff9bbbd6'],True
vote|final4|15|0,"[""{\n  \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket isolates procedural and operational breakdowns in student support (lost IEPs, denied evaluations, case‑manager incompetence, billing/IEP recordkeeping and counselor mismanagement) — a legal/ compliance‑focused service‑failure dimension distinct from the already selected 'within‑school variability' bucket (which documents uneven experiences and polarized outcomes), and orthogonal to the safety and governance dysfunction buckets.\"",\n  \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket groups explicit programmatic breadth and measurable college/career results (many AP/IB/dual‑credit/CTE offerings, magnet academies, college credit totals, scholarship and elite college placements) — a program‑opportunity/outcome axis that is conceptually separate from variability in supports, safety/climate issues, and administrative/governance dysfunction.\""\n}""]",,15.970482110977173,20393,960,1234,,[],['resp_00b8298686edb228006a7258d9c1d0819d95ac4e8d379bcd88'],True
vote|final4|20|0,"[""{\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket captures systemic capacity and compliance problems (eg. overwhelmed counselors, guidance 'swamped', IEP non‑compliance, poor newcomer onboarding) as a school‑level resource/operations failure — distinct from the already‑selected 'within‑school variability' bucket which documents polarized, inconsistent experiences across classrooms and students rather than a consistent service shortfall.\"",\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket groups square reviews that enumerate named advanced/CTE/academy offerings and cite measurable college outcomes (AP/IB participation, dual‑credit, elite matriculation, scholarships), a programmatic/outcomes signal that is orthogonal to the existing buckets about variability, safety, or governance dysfunction.\""\n}""]",,17.207918643951416,20449,1088,1302,,[],['resp_003285bce84f6d86006a7258d9bc1881a08e5c568197f07412'],True
vote|final4|6|0,"[""{\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket groups reviews that detail systemic breakdowns in counseling and special‑education access (overworked/insufficient counselors, IEP noncompliance, denied accommodations, counseling staff shortages), which is conceptually distinct from the already‑selected 'within‑school variability' bucket because it captures pervasive service failure and procedural noncompliance across cases rather than polarized or inconsistent individual experiences.\"",\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket collects the many reports of abundant, named advanced offerings and documented college/credit outcomes (AP/IB/dual‑enrollment, academies, CTE pathways, measurable matriculation and scholarships), and is mutually exclusive from the other selected buckets because it addresses programmatic academic breadth and measurable outcomes rather than safety, governance, or support‑service dysfunction.\""\n}""]",,17.416292190551758,20312,1152,1383,,[],['resp_00a217449a6d6490006a7258d9b0508191af79a5980c925cd1'],True
vote|final4|24|0,"[""{\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This captures a distinct, operational pattern in Square reviews—repeated IEP cancellations/delays, counselor unresponsiveness, special‑education compliance breakdowns and reliance on parents/tutors—that is about systemic service capacity and compliance (not the ‘polarized experiences/uneven teacher quality’ covered by the existing variability bucket or the governance/favoritism issues in the administration bucket).\"",\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This isolates Square reviews’ frequent, specific listings of formal advanced pathways (AP/IB, magnets, dual‑enrollment, CTE academies) and named college matriculation/scholarship outcomes, a programmatic/outcomes axis that is conceptually separate from safety, governance, and the inconsistent-support variability buckets.\""\n}""]",,17.682143926620483,20201,1344,1616,,[],['resp_04a1be4a6dbdbc95006a7258d9c3648192a1bb99f6b70ab461'],True
vote|final4|0|0,"[""{\n  \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket isolates systemic operational breakdowns and resource‑strain in student supports (lost transcripts, overloaded/unresponsive counselors, IEP noncompliance) that reviewers describe as schoolwide service failures — distinct from the already‑selected 'within‑school variability' bucket (which captures polarized/coexisting good and bad support experiences), and also distinct from safety- and governance-focused buckets.\"",\n  \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket captures programmatic depth and measurable college/career outcomes (extensive AP/IB/dual-credit/CTE offerings, academies, documented college placements and credits) which are about curricular offerings and results rather than safety incidents, governance dysfunction, or intra-school variability, making it mutually exclusive from the other selected buckets.\""\n}""]",,17.811630725860596,20398,960,1189,,[],['resp_01629c053695d4a4006a7258d9aab8819ea09d690c7cf2d105'],True
vote|final4|1|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket isolates Square reviews’ repeated, concrete descriptions of program breadth (AP/IB/dual‑credit/CTE/magnets) and named postsecondary outcomes (college matriculation, AP/IB pass rates) — a curricular/programs-and-outcomes axis distinct from the existing buckets that address variability, safety/climate, or governance issues.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket targets systemic capacity and compliance breakdowns (e.g., counselor incompetence, transcript/enrollment errors, IEP noncompliance, understaffed counseling) as an across‑the‑board service problem in Square entries, which is conceptually distinct from the already-selected 'within‑school variability' bucket that describes heterogeneous/polarized supports (some students helped while others are neglected) rather than pervasive, school‑level support failures.\""\n}""]",,17.9446918964386,19921,960,1197,,[],['resp_0bcaa1faebe78748006a7258d9c330819ca269ced6635c1cae'],True
vote|final4|10|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This captures a distinct, programmatic theme about explicit course/pathway breadth and documented college/career outcomes (AP/IB, dual-enrollment, CTE, academy placements and scholarship/acceptance metrics) that is not about safety, governance, or variability and therefore is mutually exclusive from the existing buckets.\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This focuses specifically on systemic operational breakdowns and capacity/compliance failures in guidance, counseling and special-education services (overloaded guidance offices, IEP/504 noncompliance, lack of college counseling), which is conceptually different from the already-selected bucket about within‑school variability (mixed/polarized supports) because it flags pervasive service collapse and legal/noncompliance rather than merely inconsistent student experiences.\""\n}""]",,17.957401275634766,20259,1088,1357,,[],['resp_023d024cc56b2a28006a7258d9c31881a1b5d3e119f02a37ca'],True
vote|final4|16|0,"[""{\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket specifically captures systemic breakdowns and resource strain in counseling and special‑education compliance (e.g., ignored IEPs, discouraging or absent counselors, no tutoring/college support) — a focused pattern of operational failure distinct from the already‑selected bucket about within‑school variability (which highlights polarized/mixed experiences and uneven supports rather than uniform systemic breakdowns).\"",\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket isolates the presence of abundant, named advanced/AP/IB/CTE/dual‑credit programs and explicit college‑placement metrics in Square reviews (e.g., IB/AP breadth, CTE tracks, high college matriculation rates), which is orthogonal to the selected buckets about safety, governance, or inconsistent supports and thus captures a distinct programmatic/outcomes dimension.\""\n}""]",,18.229460954666138,20425,1152,1390,,[],['resp_0eb05d1300bf61b0006a7258d9bd9c819da0876eff83f0e815'],True
vote|final4|4|0,"[""{\n    \""Square entries describe more concrete, diverse advanced academic and career-readiness programs and measurable postsecondary outcomes (AP/IB/dual-credit/CTE/academies) than circle entries\"": \""This bucket groups the many square reviews that enumerate concrete program offerings (AP/IB/academies/CTE/dual enrollment, language tracks, JROTC, arts academies) and cite measurable college/matriculation outcomes — a substantive program‑and‑outcomes theme that is not covered by the existing buckets (which focus on variability, safety/climate, or governance).\"",\n    \""square entries report more failures and strain in student support services, counseling, and special education compliance than circle entries\"": \""This bucket captures systemic capacity gaps and compliance/operational breakdowns in counseling and special‑education services (overstretched counselors, unavailable IEP/504 supports, legal escalations, chronic nonresponse) as a distinct theme of service failure (operational insufficiency and noncompliance) rather than the 'within‑school variability' bucket that documents mixed or polarized individual experiences.\""\n}""]",,18.246351957321167,20356,832,1072,,[],['resp_03b7b0a9e0f5e7ee006a7258d9c3ec81a1a24888f1a8c46798'],True
