Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
vote|final1|18|0,"[""{\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""Groups raw terms that document the existence of named program pathways, magnet/tracks, conservatory or vocational partnerships, and formal dual‑credit/AP/IB program structures in circle reviews — distinct from outcome‑focused buckets because this one catalogs concrete program types and external partnerships rather than test scores or graduation results.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""Captures all reports of peer violence, harassment, gang/drug activity and failing safety responses in circle reviews — distinct from administrative dysfunction because it centers on student safety incidents and their immediate handling, not broader staffing/policy dysfunction or favoritism.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""Groups complaints about staff behavior, hiring/turnover, favoritism, mismanagement of IEPs/IELs, and staff misconduct in circle reviews — distinct from program or community strengths/weaknesses because it focuses on personnel, governance, and process failures rather than curricular offerings, outcomes, or student peer behavior.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""Collects statements about measurable results (high graduation rates, scholarships, college matriculation, AA-degree completion, SOL/AP performance) and formal college‑prep infrastructures in circle reviews — distinct from the first bucket because it emphasizes documented outcomes and formalized college‑prep metrics rather than simply listing program types or partnerships.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""Encompasses raw terms that praise extracurricular depth, arts/athletics achievements, parent/alumni engagement, volunteerism, travel trips, and community fundraising in circle reviews — distinct from academic‑program buckets because it focuses on out‑of‑class community resources and social capital rather than in‑school curricular or personnel issues.\""\n}""]",,13.073328733444214,19975,384,933,,[],['resp_0e752339ddd6bc64006a7255f02de4819cbe2e6bda5eb0b6eb'],True
vote|final1|19|0,"[""{\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""This bucket groups reviews that document personnel, governance and operational failures (nepotistic hiring, dismissive administrators, IEP/discipline mishandling, erratic teacher quality) and is distinct from the other buckets because it focuses on staff/board behavior and systems-level HR/IEP failures rather than program offerings, community supports, or student safety incidents.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""This bucket captures claims about measurable college‑prep outcomes and credentialing (high SAT/AP averages, graduated students with college credits, tracked matriculation statistics) and is mutually exclusive because it emphasizes outcome metrics and credential attainment rather than the mere existence of program pathways, extracurricular/community resources, or safety/discipline issues.\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""This bucket groups items that document the presence and design of named advanced pathways and partnerships (IB, AP, aviation/ROTC magnets, concurrent‑enrollment agreements), and it is distinct from the previous bucket because it focuses on the availability and structure of programs and external partnerships rather than on measured outcomes or institutional staffing/behavior.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""This bucket collects descriptions of community-backed resources and out-of-classroom life (boosters, alumni ties, broad arts/sports offerings, mandated volunteerism) and is exclusive because it addresses community and extracurricular capital rather than academic program rigor, administrative dysfunction, or student safety incidents.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""This bucket groups reports of on-campus harm and student conduct crises (drugs, fights, gang presence, racial/sexual harassment, mass disturbances) and is separate from the administrative‑dysfunction bucket because it centers on student safety incidents and peer behavior as the primary phenomenon, not staff governance or programmatic differences.\""\n}""]",,13.778179168701172,19672,704,1236,,[],['resp_0de8e4c975035d13006a7255f046ec81a0a87078dc82d01a39'],True
vote|final1|0|0,"[""{\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""Groups reviews reporting outside-of-school social capital, donor/booster fundraising, parent/PTA activism, alumni support and broad extracurricular breadth — distinct from internal academic program quality, student-safety incidents, formal advanced-course pathways, or staff dysfunction because it emphasizes community resourcing and extracurricular ecosystem rather than in-school policy, pedagogy, or misconduct.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""Captures reviewers who cite institutional metrics, graduation/college matriculation rates, AP/Dual-Enrollment availability and concrete outcome evidence (scholarships, test scores) — this focuses on measurable results and formally offered credit-bearing opportunities and is separate from pathway structure/partnership design, external community supports, safety/discipline issues, or staff governance problems.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""Collects all accounts of physical/psychological safety failures, hate‑speech or assault incidents and administrators dismissing or mishandling them — a distinct category because it centers on student safety and incident response rather than academic programming, community resources, advanced-course pathways, or personnel/administrative dysfunction in everyday operations.\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""Groups reviews describing structured curricular pathways, specialized academies, external college partnerships, conservatory or early-college tracks and access routes to acceleration — focused on program architecture and formal pathway design (how students move into college-credit experiences) and kept separate from outcome metrics, community/booster support, safety concerns, or complaints about staff behavior and governance.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""Encompasses recurring claims about personnel behavior, biased or arbitrary discipline, counseling and special-education failures, nepotism, and administrative communication breakdowns — explicitly about staff and management dysfunction and clearly distinct from community resources, measurable academic outcomes, student-safety incident reports, or the structural presence of advanced academic pathways.\""\n}""]",,14.198343992233276,20067,448,1034,,[],['resp_02c37e6562195677006a7255f014e881a182abdd27cca306c4'],True
vote|final1|12|0,"[""{\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""This bucket groups reviews that document concrete outputs and credentials (scholarships, SAT/ACT/Scores, AA/dual‑degree completions, college placement) — it is distinct from program‑structure descriptions (bucket 5) because it captures outcome metrics and realized student results rather than the existence of AP/IB/partnership pathways.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""This bucket groups operational and personnel failures inside the institution (hiring, favoritism, counselor incompetence, improper discipline and discriminatory staff conduct) and is mutually exclusive from safety incidents (bucket 3) and from program/facility strengths (buckets 1,4,5) because it targets staff/administration behaviors and governance problems rather than student outcomes, safety events, extracurricular resources, or curricular pathways.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""This bucket captures reviews describing concrete threats to student safety and repeated violent or harassing incidents (daily fights, riots, drug dealing, racial/sexual harassment) plus administration ignoring those incidents — it is distinct from administrative dysfunction (bucket 2) because it focuses on the prevalence and nature of student‑facing safety harms rather than personnel practices or governance issues alone.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""This bucket groups accounts of external and in‑school community vitality (active boosters, multi‑generational alumni, award‑winning bands, extensive clubs/athletics, facility investments) and is separate from academic program or outcome buckets (1 and 5) because it emphasizes community resources, participation, and extracurricular culture rather than curricular rigor or credential outcomes.\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""This bucket groups reviews that report the presence and structure of rigorous curricular pathways and formal partnerships (IB programs, formal dual‑enrollment, middle‑school academic centers, conservatory/STEM tracks) and is distinct from measurable outcome evidence (bucket 1) because it describes the institutional programmatic pathways and supports themselves rather than the downstream measurable results they produce.\""\n}""]",,16.079116106033325,20031,448,1082,,[],['resp_068d4221080b4c5a006a7255f033a8819e97840fac19009844'],True
vote|final1|6|0,"[""{\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""This groups reviews that cite measurable postsecondary outcomes and outcome-oriented supports (scholarship totals, high graduation/matriculation rates, SAT prep, remediation concerns) and is distinct from the other buckets because it emphasizes outcome metrics and readiness evidence rather than program structures, safety, community life, or staff dysfunction.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""This groups reports of violent incidents, gang activity, sexual harassment, routine bullying and staff/administration failing to intervene (stabbings, bomb threats, assaults, ignored reports), and is mutually exclusive because it focuses on physical/safety threats and administrative nonresponse rather than curricular quality, extracurricular richness, leadership/favoritism, or formal academic pathways.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""This captures descriptions of broad, well-funded extracurricular life and community engagement (audition-based arts, boosters, alumni reinvestment, many clubs and sports, fundraising and facility expansions) and is separate from other buckets because it centers on external/community programming and extracurricular breadth rather than safety, staff dysfunction, or specific academic program mechanics and outcomes.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""This groups allegations of governance and personnel problems—favoritism, nepotism, coaching bias, staff misconduct, IEP/ counseling breakdowns, erratic rules and email nonresponse—and is distinct because it addresses personnel/administrative behavior and accountability rather than student-safety incidents, program richness, or measurable academic outcomes.\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""This bucket gathers concrete program-structure evidence (IB/AP breadth, engineering/STEM academies, conservatory and audition tracks, dual-enrollment/early-college partnerships) and is intentionally separated from the outcome/metrics bucket by focusing on program types and curricular pathways rather than the measurable results or community/extracurricular features.\""\n}""]",,16.470349073410034,19688,704,1260,,[],['resp_0f6f0f609f481169006a7255f047a081a185aa9f04f617133b'],True
vote|final1|5|0,"[""{\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""Groups the many reports about concrete safety incidents, victimization, bullying, hate/sex-based harassment, fights and police involvement found across circle reviews; it is distinct from administrative-staff dysfunction (bucket 4) because it codes the occurrence and handling of student-safety events themselves rather than personnel hiring/competence issues, and is not about academic programming, extracurricular ecosystems, or measurable college-prep outcomes (buckets 2–3,5).\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""Captures circle reviewers’ descriptions of diverse, programmatic academic pathways (IB, conservatory tracks, external partnerships, early‑college and specialized tracks) and is separate from bucket 5 because it emphasizes the breadth and variety of pathway types and external partnerships rather than formal program metrics, AP/DC counts, or measurable outcomes.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""Groups the many notes about strong parent & alumni engagement, booster/donor activity, community partnerships, and wide extracurricular/arts/athletics offerings in circle reviews; it is mutually exclusive from safety (bucket 1), admin dysfunction (bucket 4) and academic-program buckets (2 and 5) because it focuses on external/community scaffolding and activity richness rather than safety incidents, staff malpractice, or formal curricular structures and outcomes.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""Aggregates the many reports of poor personnel practices — hiring favoritism, nepotism, unresponsive counselors, IEP/504 failures, discriminatory enforcement, arrests and misconduct allegations — and is distinct from safety incidents (bucket 1) because it codes root causes and staff/system behaviors (not only student-safety events), and distinct from extracurricular/community (bucket 3) and academic-program (buckets 2 and 5) themes.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""Captures circle reviewers’ claims of institutionalized, measurable college-prep strength (official AP/DC program offerings, exam pass/placement evidence, scholarships and rankings) and is exclusive from bucket 2 because it stresses formal program structures and documented outcomes/metrics rather than the broader diversity of pathway types or external partnership models.\""\n}""]",,17.199971199035645,19254,576,1210,,[],['resp_0d502988bb498933006a7255f03738819cb6e03db77a263d08'],True
vote|final1|22|0,"[""{\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""This bucket groups all concrete safety- and harm-related incidents and how (in)adequately they are handled; it is distinct from community/extracurricular strengths, academic programs/outcomes, and personnel/governance problems because it is specifically about student physical/psychosocial safety and incident response, not program breadth, measurable academic results, or staff governance behaviors.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""This bucket captures parental/alumni/booster engagement and programmatic extracurricular resources (arts, athletics, clubs, fundraising), and is mutually exclusive from safety (incidents), academic program structure/outcomes (AP/IB/dual‑enroll metrics), and staff/governance dysfunction because it describes external community integration and activity infrastructure rather than safety crises, curricular architecture, or personnel misconduct.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""This bucket groups claims about measurable academic outcomes (graduation rates, AP/IB scores, college matriculation, associate-degree graduates) and the presence/effectiveness of college-prep pathways, and is separate from the other buckets because it emphasizes demonstrable student outcomes and performance metrics rather than the specific program modalities (bucket 4), extracurricular community (bucket 2), or staff/administrative behavior (bucket 5).\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""This bucket groups concrete program architectures and curricular offerings (IB, conservatory tracks, early‑college partnerships, industry certifications, running start) as program types and supports, distinct from bucket 3 which focuses on measurable outcomes, and distinct from community/extracurricular, safety, and staff-dysfunction buckets because it is about program form and access rather than results, community activity, incidents, or governance.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""This bucket consolidates personnel and governance failures—hiring, favoritism, counseling/IEP noncompliance, misconduct allegations and selective discipline—and is explicitly separate from safety incidents (bucket 1), community/extracurricular vitality (bucket 2), program offerings (bucket 4), and measurable academic outcomes (bucket 3) because it concerns how staff and leaders operate and govern rather than what programs exist, how safe students are, or what outcomes are produced.\""\n}""]",,17.506721019744873,19686,896,1519,,[],['resp_0403cf108dff0f28006a7255f0349881a18b43ef71a1d44fc6'],True
vote|final1|24|0,"[""{\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""This bucket groups all concrete reports about leadership, staffing, hiring/retention, favoritism, special‑ed and counselor failures and staff misconduct — a discrete operational/personnel dimension distinct from program quality/outcomes (buckets 2 and 4), community/extracurricular strength (bucket 3), and student‑safety incidents (bucket 5).\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""This bucket captures claims about measurable results and formal academic offerings (e.g., dual‑enrollment, test scores, college completion metrics and concrete outcome claims) and is conceptually separable from (a) the granular program/pathway mechanics (bucket 4), (b) personnel/administration issues (bucket 1), (c) extracurricular/community life (bucket 3), and (d) safety/discipline incidents (bucket 5).\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""This bucket groups reviewer evidence about external partnerships, parental and alumni engagement, booster/PTA activity, and breadth of extracurricular life — a community/ecosystem dimension that is distinct from internal administrative dysfunction (bucket 1), academic program content or outcomes (buckets 2 and 4), and student safety/behavior problems (bucket 5).\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""This bucket groups descriptions of the specific programmatic pathways and supports (AP/IB tracks, conservatory or auditioned arts magnets, college seminars, external partnerships) — the structural curricular mechanisms that enable college prep, which is different from measurable outcomes (bucket 2), from personnel/administration issues (bucket 1), from community/extracurricular vitality (bucket 3), and from safety/climate problems (bucket 5).\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""This bucket collects concrete accounts of violent or threatening student behavior, harassment, gang/drug incidents, and failures to protect or respond — a student‑safety and climate category that is operationally distinct from staffing/HR dysfunction (bucket 1), from programmatic academic offerings or outcomes (buckets 2 and 4), and from community/extracurricular descriptions (bucket 3).\""\n}""]",,17.58113408088684,19632,768,1440,,[],['resp_0fba9da957ad07b0006a7255f033f081a2819c76ec74df1e4d'],True
vote|final1|11|0,"[""{\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""Groups reviews that report strong external and school-run extracurricular life, booster/PTA/alumni engagement, partnerships and celebrated arts/athletics—distinct from academic rigor/outcomes (bucket 2), curricular pathway structures (bucket 3), staff/administration dysfunction (bucket 4), and student-safety incidents (bucket 5) because it is about the breadth and community infrastructure of activities rather than outcomes, program form, governance, or safety.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""Captures mentions of quantifiable college-readiness signals (graduation/college matriculation rates, scholarship awards, documented test/award metrics and formal dual-credit credentials), which are outcome- and credential-focused and therefore mutually exclusive from bucket 3 (which catalogs program types and partnerships), bucket 1 (extracurricular/community resources), bucket 4 (staff/administration problems), and bucket 5 (safety/bullying incidents).\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""Groups descriptions of concrete curricular pathways and program offerings (AP/IB availability, early-college/dual‑enrollment ties, conservatory or academy tracks and industry/college partnerships) and is kept separate from bucket 2 because it emphasizes the structural programs and partnerships themselves rather than measured outcomes, and is distinct from buckets 1, 4 and 5 which cover extracurricular ecosystems, governance/staff behavior, and student-safety respectively.\"",\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""Aggregates reports about internal governance and adult behavior—poor communication, favoritism/nepotism, counselor and special‑education failures, staff misconduct and targeted personnel actions—separating adult/governance failure from student-safety incidents (bucket 5), program offerings (bucket 3), measurable outcomes (bucket 2), and community/extracurricular vitality (bucket 1).\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""Groups firsthand accounts of peer violence, bullying, racial/sexual harassment, weapons/drugs incidents and crises (including suicides) and administrative minimization of those safety issues, which is focused on student physical/psychosocial safety distinct from adult governance dysfunction (bucket 4), programmatic/academic offerings (buckets 2 and 3) and community/extracurricular assets (bucket 1).\""\n}""]",,18.085031747817993,19617,640,1338,,[],['resp_03a0eacb712f1a32006a7255f02cbc819ea766e1320db7a3fb'],True
vote|final1|16|0,"[""{\n    \""circle entries report more administrative and staff dysfunctional practices (unresponsiveness, nepotism/favoritism, hiring problems, inconsistent teacher quality, counseling/special‑education failures, allegations of misconduct and discriminatory discipline) than square entries\"": \""Groups school governance and staff-behavior failures (hiring, favoritism, counseling/SE practice, retaliation and misconduct) — a personnel/management cluster that is distinct from student-safety incidents, community/extracurricular vitality, the existence of advanced program pathways, and measurable academic outcomes.\"",\n    \""circle entries report more pervasive student-safety problems, bullying, fights, racial harassment, sexual harassment, gang activity, and administrative minimization or nonresponse than square entries\"": \""Captures peer-safety and incident patterns (bullying, fights, harassment, gangs and administrative dismissal of reports) — focused on student-to-student harm and campus safety rather than staff/governance dysfunction, extracurricular richness, program partnerships, or quantified academic results.\"",\n    \""circle entries describe richer, more active community & extracurricular ecosystems (parent/PTA/booster involvement, alumni networks, business/nonprofit mentoring, robust arts/athletics) than square entries\"": \""Collects descriptions of outward-facing community engagement and breadth/depth of extracurricular life (boosters, alumni, arts and teams) — an ecosystem/programming/community engagement bucket that is separable from internal administration issues, safety incidents, formal academic pathways, and outcome metrics.\"",\n    \""circle entries describe stronger, more concrete advanced-academic and college-preparation pathways and supports (AP/IB, dual‑enrollment, early‑college, external partnerships, conservatory tracks) than square entries\"": \""Groups the existence and structure of concrete pathway offerings and external academic partnerships (IB tracks, conservatory/audition programs, dual‑enrollment pipelines) — emphasizing program types and partnerships, which is conceptually different from governance problems, student-safety incidents, community/extracurricular vibrancy, and the bucket that centers on measured outcomes.\"",\n    \""circle entries report stronger formal college‑preparatory programs, measurable academic outcomes, and advanced‑course/dual‑enrollment opportunities than square entries\"": \""Focuses on formalized college-prep strength and evidence-based results (state/national rankings, scholarship/award outcomes, AP/IB/dual-enrollment performance metrics) — an outcomes-and-formal-program-quality bucket that is distinct from the mere presence of pathway partnerships, from extracurricular/community life, from safety issues, and from staff/governance dysfunction.\""\n}""]",,19.08040714263916,19811,768,1335,,[],['resp_0d39cfe24c868868006a7255f02fdc81a19a01ea2823b9026f'],True
